77.9,80.2,9.71,7.73,43.2,43.9,94.0,95.2,12.3,12.3,1.48,1.51
78.1,80.4,0.32,9.66,43.3,44.0,94.1,95.3,12.3,12.3,1.49,1.52
78.3,80.6,5.29,10.13,43.4,44.1,94.2,95.4,12.3,12.3,1.5,1.53
78.5,80.8,4.41,3.32,43.5,44.2,94.3,95.6,12.3,12.3,1.51,1.54
78.8,81.1,5.76,5.72,43.5,44.3,94.5,95.7,12.3,12.3,1.53,1.55
79.0,81.3,9.74,4.34,43.6,44.4,94.6,95.8,12.3,12.3,1.54,1.57
79.2,81.5,9.07,3.25,43.7,44.5,94.7,95.9,12.3,12.3,1.55,1.58
79.4,81.7,2.51,0.69,43.8,44.5,94.8,96.0,12.3,12.3,1.56,1.59
79.6,81.9,10.06,11.77,43.9,44.6,94.9,96.1,12.3,12.3,1.57,1.6
79.9,82.1,7.06,1.81,44.0,44.7,95.0,96.2,12.3,12.3,1.58,1.61
80.1,82.3,0.95,5.85,44.1,44.8,95.1,96.4,12.3,12.3,1.59,1.62
80.3,82.5,7.43,1.12,44.2,44.9,95.3,96.5,12.3,12.3,1.6,1.63
80.5,82.7,2.19,4.25,44.3,45.0,95.4,96.6,12.3,12.3,1.61,1.64
80.7,82.9,2.32,10.41,44.4,45.1,95.5,96.7,12.3,12.4,1.62,1.64
80.9,83.1,7.04,5.76,44.5,45.2,95.6,96.8,12.3,12.4,1.63,1.65
81.1,83.3,7.16,6.63,44.5,45.3,95.7,96.9,12.3,12.4,1.64,1.66
81.3,83.5,1.67,4.53,44.6,45.3,95.8,97.0,12.4,12.4,1.65,1.67
81.6,83.7,7.22,0.43,44.7,45.4,96.0,97.2,12.4,12.4,1.66,1.68
81.8,83.9,8.00,8.53,44.8,45.5,96.1,97.3,12.4,12.4,1.66,1.69
82.0,84.1,8.94,8.14,44.9,45.6,96.2,97.4,12.4,12.4,1.67,1.69
82.2,84.3,1.78,4.23,45.0,45.7,96.3,97.5,12.4,12.4,1.68,1.7
82.4,84.5,3.73,7.31,45.1,45.8,96.4,97.6,12.4,12.4,1.69,1.71
82.6,84.7,0.22,7.75,45.2,45.9,96.5,97.7,12.4,12.4,1.7,1.71
82.8,84.9,11.03,0.54,45.3,46.0,96.6,97.8,12.4,12.4,1.7,1.72
83.0,85.1,2.65,6.74,45.3,46.0,96.7,97.9,12.4,12.4,1.71,1.73
83.2,85.3,4.57,7.37,45.4,46.1,96.9,98.1,12.4,12.4,1.72,1.73
83.4,85.4,2.07,4.71,45.5,46.2,97.0,98.2,12.4,12.4,1.72,1.74
83.6,85.6,1.44,5.14,45.6,46.3,97.1,98.3,12.4,12.4,1.73,1.75
83.8,85.8,1.29,5.10,45.7,46.4,97.2,98.4,12.4,12.4,1.74,1.75
84.0,86.0,11.21,11.60,45.8,46.5,97.3,98.5,12.4,12.4,1.74,1.76
84.2,86.2,6.22,11.69,45.9,46.6,97.4,98.6,12.4,12.4,1.75,1.76
84.4,86.3,5.57,3.04,46.0,46.6,97.5,98.7,12.4,12.4,1.75,1.77
84.6,86.5,11.58,11.67,46.0,46.7,97.7,98.8,12.4,12.4,1.76,1.77
84.8,86.7,1.81,11.32,46.1,46.8,97.8,98.9,12.4,12.4,1.76,1.77
84.9,86.9,9.69,5.83,46.2,46.9,97.9,99.1,12.4,12.4,1.77,1.78
85.1,87.0,3.90,1.45,46.3,47.0,98.0,99.2,12.4,12.5,1.77,1.78
85.3,87.2,7.64,7.65,46.4,47.1,98.1,99.3,12.4,12.5,1.77,1.78
85.5,87.4,7.43,4.42,46.5,47.1,98.2,99.4,12.4,12.5,1.78,1.79
85.7,87.6,7.65,3.67,46.6,47.2,98.3,99.5,12.5,12.5,1.78,1.79
85.9,87.7,9.02,1.50,46.6,47.3,98.4,99.6,12.5,12.5,1.78,1.79
86.1,87.9,0.61,6.88,46.7,47.4,98.5,99.7,12.5,12.5,1.79,1.79
86.2,88.1,6.14,3.30,46.8,47.5,98.7,99.8,12.5,12.5,1.79,1.8
86.4,88.2,2.18,2.19,46.9,47.6,98.8,99.9,12.5,12.5,1.79,1.8
86.6,88.4,6.75,7.86,47.0,47.6,98.9,100.0,12.5,12.5,1.79,1.8
86.8,88.5,7.14,6.89,47.1,47.7,99.0,100.1,12.5,12.5,1.8,1.8
86.9,88.7,10.62,8.14,47.1,47.8,99.1,100.2,12.5,12.5,1.8,1.8
87.1,88.8,9.88,3.01,47.2,47.9,99.2,100.4,12.5,12.5,1.8,1.8
87.3,89.0,6.18,3.90,47.3,48.0,99.3,100.5,12.5,12.5,1.8,1.8
87.5,89.2,2.05,7.44,47.4,48.0,99.4,100.6,12.5,12.5,1.8,1.8
87.6,89.3,0.77,3.17,47.5,48.1,99.5,100.7,12.5,12.5,1.8,1.8
87.8,89.5,6.80,8.35,47.6,48.2,99.6,100.8,12.5,12.5,1.8,1.8
88.0,89.6,2.32,1.43,47.6,48.3,99.7,100.9,12.5,12.5,1.8,1.8
88.1,89.7,10.54,5.27,47.7,48.3,99.9,101.0,12.5,12.5,1.8,1.8
88.3,89.9,7.56,1.99,47.8,48.4,100.0,101.1,12.5,12.5,1.8,1.79
88.4,90.0,5.29,5.36,47.9,48.5,100.1,101.2,12.5,12.5,1.8,1.79
88.6,90.2,7.70,2.67,48.0,48.6,100.2,101.3,12.5,12.5,1.8,1.79
88.8,90.3,8.12,6.64,48.0,48.7,100.3,101.4,12.5,12.5,1.79,1.79
88.9,90.4,4.89,6.82,48.1,48.7,100.4,101.5,12.5,12.5,1.79,1.78
89.1,90.6,6.26,2.06,48.2,48.8,100.5,101.6,12.5,12.5,1.79,1.78
89.2,90.7,0.48,11.11,48.3,48.9,100.6,101.7,12.5,12.5,1.79,1.78
89.4,90.8,0.06,2.15,48.4,49.0,100.7,101.8,12.5,12.5,1.78,1.77
89.5,91.0,2.67,9.57,48.4,49.0,100.8,101.9,12.5,12.5,1.78,1.77
89.7,91.1,2.82,9.86,48.5,49.1,100.9,102.0,12.5,12.5,1.78,1.77
89.8,91.2,4.11,3.16,48.6,49.2,101.0,102.1,12.5,12.5,1.77,1.76
89.9,91.4,8.69,2.86,48.7,49.3,101.1,102.2,12.5,12.5,1.77,1.76
90.1,91.5,11.78,5.94,48.7,49.3,101.2,102.3,12.5,12.5,1.77,1.75
90.2,91.6,11.41,4.12,48.8,49.4,101.3,102.4,12.5,12.5,1.76,1.75
90.4,91.7,6.91,0.34,48.9,49.5,101.5,102.6,12.5,12.5,1.76,1.74
90.5,91.8,4.47,2.35,49.0,49.6,101.6,102.7,12.5,12.5,1.75,1.74
90.6,91.9,9.56,7.87,49.0,49.6,101.7,102.8,12.5,12.5,1.75,1.73
90.8,92.1,4.64,10.67,49.1,49.7,101.8,102.9,12.5,12.5,1.74,1.72
90.9,92.2,10.07,6.04,49.2,49.8,101.9,103.0,12.5,12.5,1.73,1.72
91.0,92.3,0.35,2.47,49.3,49.8,102.0,103.1,12.5,12.5,1.73,1.71
91.2,92.4,7.72,9.80,49.3,49.9,102.1,103.2,12.5,12.5,1.72,1.7
91.3,92.5,4.19,6.60,49.4,50.0,102.2,103.3,12.5,12.5,1.72,1.7
91.4,92.6,10.03,0.28,49.5,50.1,102.3,103.4,12.5,12.5,1.71,1.69
91.5,92.7,4.50,6.72,49.6,50.1,102.4,103.5,12.5,12.5,1.7,1.68
91.6,92.8,1.21,2.92,49.6,50.2,102.5,103.6,12.5,12.5,1.69,1.67
91.8,92.9,10.25,7.31,49.7,50.3,102.6,103.7,12.5,12.5,1.69,1.66
91.9,93.0,7.74,6.42,49.8,50.3,102.7,103.8,12.5,12.5,1.68,1.66
92.0,93.1,3.91,8.31,49.8,50.4,102.8,103.9,12.5,12.5,1.67,1.65
92.1,93.2,10.58,8.11,49.9,50.5,102.9,103.9,12.5,12.5,1.66,1.64
92.2,93.2,9.23,3.62,50.0,50.5,103.0,104.0,12.5,12.5,1.65,1.63
92.3,93.3,11.94,7.65,50.1,50.6,103.1,104.1,12.5,12.5,1.64,1.62
92.4,93.4,5.27,2.55,50.1,50.7,103.2,104.2,12.5,12.5,1.64,1.61
92.5,93.5,8.93,7.69,50.2,50.7,103.3,104.3,12.5,12.5,1.63,1.6
92.6,93.6,3.54,5.68,50.3,50.8,103.4,104.4,12.5,12.5,1.62,1.59
92.7,93.6,7.51,7.13,50.3,50.9,103.5,104.5,12.5,12.5,1.61,1.58
92.8,93.7,3.75,5.59,50.4,50.9,103.6,104.6,12.5,12.5,1.6,1.57
92.9,93.8,2.23,7.54,50.5,51.0,103.7,104.7,12.5,12.5,1.59,1.56
93.0,93.9,0.20,0.14,50.5,51.1,103.8,104.8,12.5,12.5,1.58,1.55
93.1,93.9,1.24,8.46,50.6,51.1,103.9,104.9,12.5,12.5,1.57,1.54
93.2,94.0,5.53,10.39,50.7,51.2,104.0,105.0,12.5,12.4,1.55,1.53
93.3,94.1,2.32,11.62,50.7,51.2,104.1,105.1,12.5,12.4,1.54,1.51
93.4,94.1,3.47,1.70,50.8,51.3,104.2,105.2,12.5,12.4,1.53,1.5
93.4,94.2,5.57,10.20,50.9,51.4,104.3,105.3,12.4,12.4,1.52,1.49
93.5,94.2,0.05,8.01,50.9,51.4,104.4,105.4,12.4,12.4,1.51,1.48
93.6,94.3,7.43,6.63,51.0,51.5,104.5,105.5,12.4,12.4,1.5,1.47
93.7,94.4,11.28,8.66,51.1,51.6,104.6,105.6,12.4,12.4,1.49,1.45
93.8,94.4,7.12,1.49,51.1,51.6,104.7,105.7,12.4,12.4,1.47,1.44
93.8,94.5,8.65,0.75,51.2,51.7,104.8,105.7,12.4,12.4,1.46,1.43
93.9,94.5,1.93,7.77,51.3,51.7,104.9,105.8,12.4,12.4,1.45,1.42
94.0,94.6,8.07,8.67,51.3,51.8,104.9,105.9,12.4,12.4,1.44,1.4
94.0,94.6,5.80,0.46,51.4,51.8,105.0,106.0,12.4,12.4,1.42,1.39
94.1,94.6,1.93,9.23,51.4,51.9,105.1,106.1,12.4,12.4,1.41,1.38
94.2,94.7,9.57,11.73,51.5,52.0,105.2,106.2,12.4,12.4,1.4,1.36
94.2,94.7,3.32,11.42,51.6,52.0,105.3,106.3,12.4,12.4,1.39,1.35
94.3,94.7,8.26,2.35,51.6,52.1,105.4,106.4,12.4,12.4,1.37,1.34
94.3,94.8,8.36,7.93,51.7,52.1,105.5,106.5,12.4,12.4,1.36,1.32
94.4,94.8,9.93,11.79,51.7,52.2,105.6,106.6,12.4,12.4,1.35,1.31
94.4,94.8,6.48,5.71,51.8,52.2,105.7,106.6,12.4,12.4,1.33,1.29
94.5,94.9,7.13,4.36,51.9,52.3,105.8,106.7,12.4,12.4,1.32,1.28
94.5,94.9,7.84,11.48,51.9,52.4,105.9,106.8,12.4,12.4,1.3,1.27
94.6,94.9,3.08,8.14,52.0,52.4,106.0,106.9,12.4,12.4,1.29,1.25
94.6,94.9,8.58,2.22,52.0,52.5,106.1,107.0,12.4,12.3,1.28,1.24
94.7,94.9,6.68,6.78,52.1,52.5,106.1,107.1,12.4,12.3,1.26,1.22
94.7,95.0,9.57,4.44,52.1,52.6,106.2,107.2,12.4,12.3,1.25,1.21
94.7,95.0,10.73,9.22,52.2,52.6,106.3,107.3,12.3,12.3,1.23,1.19
94.8,95.0,3.16,3.84,52.2,52.7,106.4,107.3,12.3,12.3,1.22,1.18
94.8,95.0,5.79,9.96,52.3,52.7,106.5,107.4,12.3,12.3,1.2,1.16
94.8,95.0,3.68,11.31,52.4,52.8,106.6,107.5,12.3,12.3,1.19,1.15
94.8,95.0,3.10,8.79,52.4,52.8,106.7,107.6,12.3,12.3,1.17,1.14
94.9,95.0,6.14,3.86,52.5,52.9,106.8,107.7,12.3,12.3,1.16,1.12
94.9,95.0,3.57,5.05,52.5,52.9,106.9,107.8,12.3,12.3,1.14,1.11
94.9,95.0,2.65,9.23,52.6,53.0,106.9,107.8,12.3,12.3,1.13,1.09
94.9,95.0,2.51,10.99,52.6,53.0,107.0,107.9,12.3,12.3,1.12,1.08
95.0,95.0,0.25,2.19,52.7,53.1,107.1,108.0,12.3,12.3,1.1,1.06
95.0,95.0,11.58,6.67,52.7,53.1,107.2,108.1,12.3,12.3,1.09,1.05
95.0,95.0,0.49,0.74,52.8,53.1,107.3,108.2,12.3,12.3,1.07,1.03
95.0,94.9,9.04,2.58,52.8,53.2,107.4,108.2,12.3,12.3,1.06,1.02
95.0,94.9,3.72,6.78,52.9,53.2,107.5,108.3,12.3,12.2,1.04,1.0
95.0,94.9,0.67,6.16,52.9,53.3,107.5,108.4,12.3,12.2,1.03,0.99
95.0,94.9,10.81,9.39,53.0,53.3,107.6,108.5,12.3,12.2,1.01,0.97
95.0,94.9,1.53,0.61,53.0,53.4,107.7,108.6,12.2,12.2,0.99,0.95
95.0,94.8,7.31,3.44,53.1,53.4,107.8,108.6,12.2,12.2,0.98,0.94
95.0,94.8,5.11,3.10,53.1,53.4,107.9,108.7,12.2,12.2,0.96,0.92
95.0,94.8,2.61,3.11,53.1,53.5,108.0,108.8,12.2,12.2,0.95,0.91
95.0,94.8,9.01,1.92,53.2,53.5,108.0,108.9,12.2,12.2,0.93,0.89
95.0,94.7,0.90,2.02,53.2,53.6,108.1,109.0,12.2,12.2,0.92,0.88
95.0,94.7,1.92,9.77,53.3,53.6,108.2,109.0,12.2,12.2,0.9,0.87
94.9,94.6,1.89,11.51,53.3,53.6,108.3,109.1,12.2,12.2,0.89,0.85
94.9,94.6,4.31,0.97,53.4,53.7,108.4,109.2,12.2,12.2,0.87,0.84
94.9,94.6,2.06,0.23,53.4,53.7,108.4,109.3,12.2,12.2,0.86,0.82
94.9,94.5,5.63,6.03,53.4,53.8,108.5,109.3,12.2,12.2,0.85,0.81
94.9,94.5,3.76,3.09,53.5,53.8,108.6,109.4,12.2,12.1,0.83,0.79
94.8,94.4,3.28,3.16,53.5,53.8,108.7,109.5,12.2,12.1,0.82,0.78
94.8,94.4,4.38,5.42,53.6,53.9,108.8,109.6,12.2,12.1,0.8,0.76
94.8,94.3,3.29,7.28,53.6,53.9,108.8,109.6,12.1,12.1,0.79,0.75
94.7,94.3,9.93,11.98,53.7,53.9,108.9,109.7,12.1,12.1,0.77,0.73
94.7,94.2,1.49,1.67,53.7,54.0,109.0,109.8,12.1,12.1,0.76,0.72
94.7,94.1,2.59,0.94,53.7,54.0,109.1,109.8,12.1,12.1,0.74,0.71
94.6,94.1,3.71,2.96,53.8,54.0,109.1,109.9,12.1,12.1,0.73,0.69
94.6,94.0,4.81,5.35,53.8,54.1,109.2,110.0,12.1,12.1,0.71,0.68
94.5,93.9,1.27,10.22,53.8,54.1,109.3,110.1,12.1,12.1,0.7,0.66
94.5,93.9,2.14,7.88,53.9,54.1,109.4,110.1,12.1,12.1,0.69,0.65
94.4,93.8,10.26,5.87,53.9,54.2,109.4,110.2,12.1,12.1,0.67,0.64
94.4,93.7,0.03,10.38,53.9,54.2,109.5,110.3,12.1,12.1,0.66,0.62
94.3,93.7,2.00,1.56,54.0,54.2,109.6,110.3,12.1,12.0,0.65,0.61
94.3,93.6,9.67,5.77,54.0,54.3,109.7,110.4,12.1,12.0,0.63,0.6
94.2,93.5,1.83,3.37,54.0,54.3,109.7,110.5,12.1,12.0,0.62,0.58
94.2,93.4,3.27,6.23,54.1,54.3,109.8,110.5,12.0,12.0,0.61,0.57
94.1,93.3,8.81,7.43,54.1,54.3,109.9,110.6,12.0,12.0,0.59,0.56
94.1,93.2,0.18,7.22,54.1,54.4,109.9,110.7,12.0,12.0,0.58,0.55
94.0,93.2,6.70,1.64,54.2,54.4,110.0,110.7,12.0,12.0,0.57,0.53
93.9,93.1,10.48,11.73,54.2,54.4,110.1,110.8,12.0,12.0,0.55,0.52
93.8,93.0,1.60,0.47,54.2,54.5,110.2,110.9,12.0,12.0,0.54,0.51
93.8,92.9,0.51,4.85,54.3,54.5,110.2,110.9,12.0,12.0,0.53,0.5
93.7,92.8,1.90,8.96,54.3,54.5,110.3,111.0,12.0,12.0,0.52,0.49
93.6,92.7,2.61,8.57,54.3,54.5,110.4,111.1,12.0,12.0,0.51,0.47
93.5,92.6,10.78,11.78,54.4,54.6,110.4,111.1,12.0,12.0,0.49,0.46
93.5,92.5,5.55,4.71,54.4,54.6,110.5,111.2,12.0,11.9,0.48,0.45
93.4,92.4,0.32,8.64,54.4,54.6,110.6,111.3,12.0,11.9,0.47,0.44
93.3,92.3,3.63,1.43,54.4,54.6,110.6,111.3,12.0,11.9,0.46,0.43
93.2,92.2,6.23,0.51,54.5,54.6,110.7,111.4,11.9,11.9,0.45,0.42
93.1,92.1,10.90,9.31,54.5,54.7,110.8,111.4,11.9,11.9,0.44,0.41
93.0,92.0,10.49,2.15,54.5,54.7,110.8,111.5,11.9,11.9,0.43,0.4
92.9,91.8,11.48,9.00,54.5,54.7,110.9,111.6,11.9,11.9,0.42,0.39
92.8,91.7,0.93,11.75,54.6,54.7,111.0,111.6,11.9,11.9,0.41,0.38
92.8,91.6,0.27,3.76,54.6,54.7,111.0,111.7,11.9,11.9,0.4,0.37
92.7,91.5,9.86,11.73,54.6,54.8,111.1,111.7,11.9,11.9,0.39,0.36
92.6,91.4,10.13,3.76,54.6,54.8,111.2,111.8,11.9,11.9,0.38,0.35
92.5,91.2,4.71,5.84,54.6,54.8,111.2,111.8,11.9,11.9,0.37,0.34
92.3,91.1,10.20,1.72,54.7,54.8,111.3,111.9,11.9,11.9,0.36,0.34
92.2,91.0,10.02,10.82,54.7,54.8,111.3,112.0,11.9,11.8,0.35,0.33
92.1,90.9,2.36,8.72,54.7,54.8,111.4,112.0,11.9,11.8,0.34,0.32
92.0,90.7,7.55,6.60,54.7,54.8,111.5,112.1,11.9,11.8,0.33,0.31
91.9,90.6,2.44,4.39,54.7,54.9,111.5,112.1,11.8,11.8,0.32,0.3
91.8,90.5,2.42,1.47,54.8,54.9,111.6,112.2,11.8,11.8,0.32,0.3
91.7,90.3,3.48,8.39,54.8,54.9,111.6,112.2,11.8,11.8,0.31,0.29
91.6,90.2,1.92,11.85,54.8,54.9,111.7,112.3,11.8,11.8,0.3,0.28
91.4,90.0,11.86,4.88,54.8,54.9,111.8,112.3,11.8,11.8,0.29,0.28
91.3,89.9,9.98,3.82,54.8,54.9,111.8,112.4,11.8,11.8,0.29,0.27
91.2,89.8,8.95,3.00,54.8,54.9,111.9,112.4,11.8,11.8,0.28,0.26
91.1,89.6,2.33,8.69,54.8,54.9,111.9,112.5,11.8,11.8,0.27,0.26
90.9,89.5,6.15,6.85,54.9,54.9,112.0,112.6,11.8,11.8,0.27,0.25
90.8,89.3,0.45,4.36,54.9,54.9,112.0,112.6,11.8,11.8,0.26,0.25
90.7,89.2,7.13,1.12,54.9,55.0,112.1,112.7,11.8,11.8,0.26,0.24
90.5,89.0,10.90,2.57,54.9,55.0,112.1,112.7,11.8,11.7,0.25,0.24
90.4,88.9,2.48,11.14,54.9,55.0,112.2,112.7,11.8,11.7,0.25,0.23
90.3,88.7,4.00,3.13,54.9,55.0,112.3,112.8,11.8,11.7,0.24,0.23
90.1,88.6,8.29,10.75,54.9,55.0,112.3,112.8,11.7,11.7,0.24,0.23
90.0,88.4,2.62,11.50,54.9,55.0,112.4,112.9,11.7,11.7,0.23,0.22
89.8,88.2,5.21,5.17,54.9,55.0,112.4,112.9,11.7,11.7,0.23,0.22
89.7,88.1,3.02,4.68,54.9,55.0,112.5,113.0,11.7,11.7,0.22,0.22
89.6,87.9,0.42,6.51,55.0,55.0,112.5,113.0,11.7,11.7,0.22,0.21
89.4,87.7,7.58,1.29,55.0,55.0,112.6,113.1,11.7,11.7,0.22,0.21
89.3,87.6,4.65,3.71,55.0,55.0,112.6,113.1,11.7,11.7,0.21,0.21
89.1,87.4,10.02,7.27,55.0,55.0,112.7,113.2,11.7,11.7,0.21,0.21
89.0,87.2,7.73,4.34,55.0,55.0,112.7,113.2,11.7,11.7,0.21,0.2
88.8,87.1,3.86,10.49,55.0,55.0,112.8,113.3,11.7,11.7,0.21,0.2
88.6,86.9,8.27,0.35,55.0,55.0,112.8,113.3,11.7,11.7,0.21,0.2
88.5,86.7,10.75,7.44,55.0,55.0,112.9,113.3,11.7,11.7,0.2,0.2
88.3,86.5,0.54,1.74,55.0,55.0,112.9,113.4,11.7,11.7,0.2,0.2
88.2,86.4,7.16,0.39,55.0,55.0,113.0,113.4,11.7,11.6,0.2,0.2
88.0,86.2,10.73,5.85,55.0,55.0,113.0,113.5,11.7,11.6,0.2,0.2
87.8,86.0,1.95,0.01,55.0,55.0,113.1,113.5,11.7,11.6,0.2,0.2
87.7,85.8,0.82,3.97,55.0,55.0,113.1,113.5,11.6,11.6,0.2,0.2
87.5,85.6,9.06,1.12,55.0,55.0,113.1,113.6,11.6,11.6,0.2,0.2
87.3,85.5,8.96,5.40,55.0,55.0,113.2,113.6,11.6,11.6,0.2,0.2
87.2,85.3,4.89,1.82,55.0,55.0,113.2,113.7,11.6,11.6,0.2,0.2
87.0,85.1,0.39,10.25,55.0,55.0,113.3,113.7,11.6,11.6,0.2,0.21
86.8,84.9,8.93,11.82,55.0,55.0,113.3,113.7,11.6,11.6,0.2,0.21
86.7,84.7,1.93,8.53,55.0,54.9,113.4,113.8,11.6,11.6,0.21,0.21
86.5,84.5,2.62,3.22,55.0,54.9,113.4,113.8,11.6,11.6,0.21,0.21
86.3,84.3,10.52,4.19,55.0,54.9,113.4,113.8,11.6,11.6,0.21,0.22
86.1,84.1,5.03,10.22,55.0,54.9,113.5,113.9,11.6,11.6,0.21,0.22
85.9,83.9,0.67,8.87,55.0,54.9,113.5,113.9,11.6,11.6,0.21,0.22
85.8,83.7,9.45,1.73,55.0,54.9,113.6,113.9,11.6,11.6,0.22,0.23
85.6,83.5,5.82,4.35,55.0,54.9,113.6,114.0,11.6,11.6,0.22,0.23
85.4,83.3,2.80,5.26,54.9,54.9,113.6,114.0,11.6,11.6,0.22,0.23
85.2,83.1,0.57,1.60,54.9,54.9,113.7,114.0,11.6,11.6,0.23,0.24
85.0,82.9,7.51,6.81,54.9,54.8,113.7,114.1,11.6,11.6,0.23,0.24
84.8,82.7,3.29,1.04,54.9,54.8,113.8,114.1,11.6,11.6,0.24,0.25
84.6,82.5,5.32,8.63,54.9,54.8,113.8,114.1,11.6,11.6,0.24,0.25
84.4,82.3,5.76,0.67,54.9,54.8,113.8,114.2,11.6,11.6,0.25,0.26
84.2,82.1,0.58,1.40,54.9,54.8,113.9,114.2,11.6,11.5,0.25,0.27
84.1,81.9,5.44,7.61,54.9,54.8,113.9,114.2,11.6,11.5,0.26,0.27
83.9,81.7,1.46,11.06,54.9,54.8,113.9,114.3,11.6,11.5,0.26,0.28
83.7,81.5,1.53,9.36,54.9,54.7,114.0,114.3,11.5,11.5,0.27,0.28
83.5,81.3,6.38,5.87,54.8,54.7,114.0,114.3,11.5,11.5,0.27,0.29
83.3,81.1,9.46,11.58,54.8,54.7,114.0,114.3,11.5,11.5,0.28,0.3
83.1,80.9,3.78,7.56,54.8,54.7,114.1,114.4,11.5,11.5,0.29,0.31
82.9,80.7,5.56,1.34,54.8,54.7,114.1,114.4,11.5,11.5,0.29,0.31
82.7,80.4,6.87,0.31,54.8,54.6,114.1,114.4,11.5,11.5,0.3,0.32
82.5,80.2,2.21,11.80,54.8,54.6,114.2,114.4,11.5,11.5,0.31,0.33
82.2,80.0,4.01,0.49,54.8,54.6,114.2,114.5,11.5,11.5,0.32,0.34
82.0,79.8,8.51,11.65,54.7,54.6,114.2,114.5,11.5,11.5,0.32,0.35
81.8,79.6,8.27,5.28,54.7,54.6,114.2,114.5,11.5,11.5,0.33,0.36
81.6,79.4,5.31,10.48,54.7,54.5,114.3,114.5,11.5,11.5,0.34,0.36
81.4,79.1,9.61,2.90,54.7,54.5,114.3,114.6,11.5,11.5,0.35,0.37
81.2,78.9,8.58,8.88,54.7,54.5,114.3,114.6,11.5,11.5,0.36,0.38
81.0,78.7,2.03,6.64,54.6,54.5,114.4,114.6,11.5,11.5,0.37,0.39
80.8,78.5,0.66,5.59,54.6,54.4,114.4,114.6,11.5,11.5,0.38,0.4
80.6,78.3,9.59,9.02,54.6,54.4,114.4,114.6,11.5,11.5,0.39,0.41
80.4,78.0,5.25,1.81,54.6,54.4,114.4,114.7,11.5,11.5,0.4,0.42
80.1,77.8,6.43,7.80,54.6,54.4,114.5,114.7,11.5,11.5,0.41,0.43
79.9,77.6,10.89,8.77,54.5,54.3,114.5,114.7,11.5,11.5,0.42,0.44
