SDQY 50.122777778 -120.747222222
SDSF -25.540555556 -48.531111111
SSPG 50.643888889 36.59
UUOB -28.078686111 26.861644444
FAHA 59.443905556 -151.705041667
PASO -29.682969444 17.093077778
FAKZ 28.416666667 79.45
NK64 -2.919444444 132.264166667
5CT1 53.547911111 7.667397222
ETNT -32.5625 149.611111111
VI73 44.017994444 -92.831619444
KTOB 47.760533333 -3.439952778
RK15 50.338333333 2.993333333
LFQS 6.203194444 6.667388889
DNAS 9.496666667 -62.901111111
IL23 43.824472222 18.331766667
OH52 38.667638889 -121.400611111
TA94 -34.135425 -63.362291667
SAOL 27.5913 -81.528966667
KAVO -15.033333333 40.666666667
FQLU 37.787416667 -114.419888889
KCNK 29.907972222 -96.95
SDQN 31.470561111 -87.895902778
CPK8 34.281527778 -79.927611111
SSRO -24.8075 -49.960277778
SSQT 47.005794444 -65.456805556
42GA 58.513611111 14.507222222
ESIA -4.507130 -43.922393
SSSK 60.475138889 -151.039638889
PASX -32.578333333 119.706666667
YFTA 25.451388888 82.858611111
VEBN -28.804783333 24.764033333
FAKM 44.637163889 -63.502238889
YJAM 14.878055556 5.270277778
SSPP 65.253455556 -166.857627778
28LL 49.952041667 -125.273052778
9WI4 -30.562191667 25.529913889
FAHV 39.854277778 -75.572605556
EKHO 37.605638889 -90.287472222
SDPJ 51.313 7.703666667
EDKD 42.471277778 -97.88475
SDSQ 35.213741667 -80.949069444
KCLT 45.546277778 -100.406277778
KMBG 50.323888889 2.802777778
TA80 -29.451666667 142.058333333
YTIB 38.694097222 -117.146752778
RK29 36.592861111 -86.476916667
MN51 10.601194444 -66.991222222
32FL 28.753333333 80.581944444
NE80 -16.636944444 128.451388889
FA37 -27.906666667 134.055833333
9PA9 8.122222222 -63.536666667
SVCB 2.263055556 102.2525
WMKM 30.367138889 -96.112944444
KCAD 40.282361111 -121.241166667
WS53 -24.993333333 150.093055556
YTDR 43.416944444 -124.247027778
0NK2 33.529730556 -82.51695
KHQU 47.292222222 12.7875
64II 50.683166667 9.410333333
SJPR 19.686983333 -79.882805556
MWCB 40.311666667 36.373611111
4IS6 43.234611111 -77.119472222
KSDC 38.526666667 27.01
LTBL 57.758333333 14.069166667
ESGJ -29.122725 30.585108333
FAGY 8.770277778 -82.664444444
MP21 40.821236111 -76.864172222
3LL9 -30.303333333 115.055277778
YJNB 37.093888889 38.849166667
LTCH 50.439722222 -104.306388889
37WA 50.865916667 7.142744444
02TS 49.8405 8.376833333
7IL9 37.624055556 -118.83875
72WA -33.005555556 -58.612777778
TX96 27.181221 86.771844
4LL0 -23.1 148.0
1TE1 25.329166667 55.516111111
1MI0 42.190527778 -71.172944444
MN86 47.582708 10.687602
83MU 10.449166667 -64.132222222
2FD1 32.48275 -81.736944444
LS17 -21.442105556 47.110875
5FD8 -17.37 123.660555556
0IN8 32.724955556 -92.337166667
2VA6 43.029138889 -83.529672222
2TX6 40.781583333 -82.974805556
PS72 32.215333333 -98.177666667
KSEP 56.266666667 15.265
35OR 49.771863889 -74.527972222
CYMT 10.001388889 -71.083888889
OH85 8.816666667 -65.866666667
SVAJ 42.985083333 -91.790611111
MN92 -31.793611111 -60.481111111
SAAP 31.97975 -87.339111111
70OR 36.61025 -83.737305556
6XS9 29.565786111 -97.908336111
FQ49 47.8425 106.7675
8OR5 -5.1457 144.7307
AYAO 50.475555556 9.441944444
13MO 41.608805556 -79.741333333
2TX7 36.396805556 -85.641333333
TA42 47.200098 20.482013
MN93 41.362805556 -94.021194444
NE42 20.265194444 -155.859944444
2FD0 46.238333333 6.109444444
NE56 -34.265277778 116.140277778
9GA5 46.871638889 -68.018194444
2VA7 48.235277778 14.188055556
PS67 35.878333333 127.118333333
SJPD 32.122166667 -92.0545
0IN9 34.860675 -102.3259
KHRX -33.771388889 18.74
5FD9 47.409722222 -72.788888889
LS16 -22.806666667 47.825555556
FMSG 39.111388889 30.130277778
LTBZ 58.621577778 -117.164672222
SJQW 12.429213889 -86.903369444
MNLN 32.713888889 -84.0275
0GA9 36.671725 -96.405569444
SJRL 61.956944444 -128.202777778
CBX5 31.410041667 -86.090336111
13NC 38.468055556 43.332222222
LTCI 27.456388889 -81.342388889
KSEF 7.8575 -80.276111111
MP20 58.17 13.587777778
ESGK 9.583333333 37.35
HAFN 8.389166667 -82.436388889
MPDA -37.728333333 145.408888889
TX97 45.822616667 -79.323583333
CPE6 28.622552778 -80.835408333
0NJ7 35.399194444 -84.561777778
7IL8 -37.117222222 -72.411111111
1OR9 15.868611111 -61.272222222
WS52 33.938833333 -81.119527778
KCAE 6.33945 99.733561111
9PA8 46.406388889 6.258055556
TX83 -34.229166667 142.085555556
YMIA 29.061766667 -82.376619444
4IS7 39.451388889 31.365
SJPS 36.261519444 -93.154727778
KHRO 49.695 9.182
WT34 34.991388889 126.382777778
YSAN 50.8445 9.707333333
EDEN 32.938844444 -95.278861111
CKG4 61.942777778 28.945
EFSA -34.551177 -59.078385
YDLD 52.806425756 41.482725330
9WI5 56.577361111 -169.663722222
SSPQ 50.056244444 -97.032533333
CYAV 52.712258333 174.113588889
NK59 -6.062666667 134.276833333
MN50 -34.588611111 -68.402777778
SAMR 4.819722222 -52.361944444
07FD -32.949722222 -71.478611111
1MD6 43.202722222 -71.502277778
KCON 45.683141667 14.002844444
LJDI 34.280333333 -87.600416667
RK28 -11.35 40.35
TA81 -28.05 -67.583333333
SANI 49.229166667 5.676111111
09IS -32.683333333 -62.15
TA95 49.165 2.311666667
LFPA -38.271388889 -72.6625
SCTR 31.178444444 -90.471861111
OH53 45.41825 -123.814388889
KTMK -7.066666667 113.933333333
WART 34.131583333 -115.945805556
YMEU 45.620452778 -122.656488889
28MI 32.446611111 -93.825611111
SSQU -26.321282 -49.521271
7ND5 48.320277778 16.113333333
LOXT 47.988822222 10.239483333
CNB5 26.845916667 -80.222333333
26AR 60.154722222 13.528611111
ESKH 34.914183333 -83.459425
GE99 7.671047222 36.809172222
HAJM 57.166305556 -170.222555556
SSPF 36.695388889 -84.3915
CTX2 53.533797222 9.832286111
EDHI -17.746388889 -53.355277778
SDSG 51.1615 8.260666667
EDKR 34.878888889 33.630277778
YTIT -32.831666667 -68.792777778
RK14 46.702383333 -1.381758333
LFRI 34.592811111 -83.296372222
58OH 53.767616667 8.658519444
NK65 -17.581388889 123.828333333
4NY2 -7.193611111 111.547777778
NK71 -13.274527778 35.264633333
MN78 43.838766667 -90.137733333
SCTE 48.774166667 2.191388889
LFPV 45.799888889 -99.642777778
18PN 49.055541667 -117.609208333
SDQX 57.847222222 -129.982777778
CBU2 33.125461111 -90.025555556
0IA6 43.582013889 -96.741913889
0KY2 -22.18115 -50.864930556
SDRC 31.553972222 -81.8825
SSRY 26.004730 -77.394943
5MN1 27.514722222 86.586111111
VNPL -36.55 -56.683333333
1OH7 -45.399166667 -72.670277778
SCAS 31.458055556 -87.351027778
KMVC 39.192305556 -119.732583333
81OI 46.618 -118.595
4WA6 47.552103 18.975241
LHHH 37.236666667 126.008333333
RKSW -20.925833333 -51.383888889
4II9 22.621388889 -79.147222222
SSDT 68.032111111 -162.899194444
TS03 -19.906111111 -57.779444444
2AZ0 52.183405556 -122.054338889
CYWL -30.182222222 -53.579444444
SDEJ 33.803888889 -93.362166667
KAAP -27.078333333 -70.795277778
SCCL 42.206808333 -88.322997222
05II 44.580361111 -124.057916667
KONP 39.331416667 -111.612611111
LFFL 43.043597222 -115.872433333
83TA 16.893969444 97.675036111
VYPA 48.464416667 -119.518055556
KOMK 47.517141 18.325023
LHKD 47.238611111 4.264444444
UIKM 38.378222222 -121.961194444
MU44 -37.932222222 144.753333333
YMPC 10.351527778 -83.630694444
MRDC -8.3106 114.340180556
40II -26.305000000 -53.630000000
SSDC 62.154944444 -145.454333333
SDGB 2.826666667 27.588055556
SJJJ 48.004833 -106.477833
SJKN 22.026944444 -78.789444444
MUCA 28.1675 94.805555556
2CA8 61.646944444 50.845
26TS 47.843966 11.061013
MU50 47.360277778 2.918333333
LFGH 52.367777778 104.183333333
CL94 44.792222222 1.243611111
LFDS 50.708888889 -103.196666667
63TS 46.0952 -118.285944444
KALW 52.619722222 -103.247777778
CKD2 -31.873055556 -70.618333333
SCNK 47.613625 19.143475
LHDK 43.5259 -89.983222222
LA94 43.850944444 -112.501361111
IN34 25.252777778 55.364444444
SSKL 46.621 -113.202
SDKV 47.964444444 16.259444444
SDHM 60.246944444 20.804722222
66GA 5.356972222 162.958388889
SJDA 49.732833333 7.338
SDII 51.517277778 5.855638889
EHDP 6.714583333 -1.590830556
DGSI 38.721022222 -77.5151
53FL 26.117333333 85.312666667
II46 54.468547222 -128.578380556
IN20 -3.233333333 140.966666667
WAJR -44.0975 -73.096944444
YXFV 35.792944444 -115.626416667
YTPA 45.491944444 4.534444444
CL43 43.611111111 1.724166667
LFIT 41.424055556 -88.418638889
YVIV 44.888722222 -116.10175
SDHZ -24.356388889 143.291388889
YSTO 49.285555556 11.444722222
02CL 60.317222222 24.963333333
EFHK 48.418611 15.216667
AZ03 3.266666667 19.766666667
FZFK -17.361608333 -50.338841667
SJER 48.631833333 9.4295
FD85 59.732777778 18.696388889
ESSN 46.289155556 -63.11925
NGMN 56.938691667 -154.182555556
NGNU -34.531388889 144.829722222
FD91 49.612122222 -115.782055556
CYXC 10.021947222 34.578872222
24CO 65.622555556 -168.094972222
SSID 27.765111111 -82.626972222
SJGM 50.135 11.458666667
EDQK 40.569416667 -102.272694444
SJDV 31.496797 -109.392538
YSVP 49.265666667 7.490833333
18KS 47.444670 18.557099
LHFC 14.866111111 -91.502222222
MGQZ 45.079655556 3.763441667
RI02 -33.383055556 -70.581944444
SCLC -29.105833333 -59.218888889
SATG 35.570472222 -77.049805556
MU93 47.226666667 8.078055556
CPP7 25.112222222 56.324166667
OMFJ -3.933333333 140.933333333
CT21 35.234611111 -100.185305556
AR36 -37.021666667 175.863611111
1II5 53.637777778 -6.878611111
EIMH 39.49 109.865
9CA1 41.205194444 -89.963861111
3OH2 -11.768725 19.897083333
3OI6 -16.228888889 141.425833333
SIWB 44.997491667 -92.855680556
TE46 -34.7025 138.620833333
YPED 54.581111111 -5.691944444
UHNA -6.785444444 -38.233416667
0AZ5 34.665619444 -120.467502778
AR22 44.913863889 9.720586111
LIMS 49.728888889 14.878888889
31LL 48.29 -114.182833
22NY 33.255116667 -84.400202778
GA62 -37.863333333 144.745
CT35 14.076666667 101.381666667
VTBI 52.463055556 -107.377222222
OR27 40.121991667 44.465091667
UDYE 60.103055556 -130.933611111
SNSL 31.477472222 -92.461166667
XS03 49.797777778 12.706944444
LKTD -8.833611111 -50.000555556
SNPW 27.178611111 33.800833333
HEGN 38.885 -9.028333333
94OR 3.05 30.916666667
HUAR -23.314722222 -48.03
9MO5 38.475138889 -102.810861111
SIUJ 52.739444444 -0.03
EGCL 39.830805556 -86.294388889
MD67 -18.517440 -57.599570
SIWU -18.246030 -57.556697
SITN 26.433822222 -81.401377778
IA73 6.25 81.233333333
VCCW 34.893691667 -78.843530556
UHMM 19.2 -69.433333333
MDAB -21.039444444 -45.872222222
8II9 35.812666667 -117.326916667
19CO -5.129283333 141.637366667
AYTE -44.722222222 169.245555556
0CO6 60.202777778 11.083888889
1NC0 33.522611111 -92.460277778
MDLR -17.014722222 -149.588888889
NTTE 52.732222222 -107.374166667
CJC6 39.489444444 -0.481666667
WI26 44.492333333 -116.014777778
WN40 40.924444444 -88.623944444
KPNT 52.005 19.143888889
SIZE 34.847944444 -82.350000000
KGMU 51.505277778 0.055277778
69OR 35.072852778 -77.043019444
KEWN 34.408222222 -86.932944444
WY65 73.516666667 80.381666667
85XS 47.7349 -117.071313889
WN54 -19.9725 23.428055556
FBMN 36.625927778 -93.228922222
YBTD 3.755294444 8.708708333
MM32 -23.006944444 -47.134444444
4TS1 42.379444444 13.309444444
LIAP 50.425555556 127.4125
YBVL -19.666666667 22.416666667
HL62 70.420622222 -150.886666667
AK20 37.437222222 25.347222222
LGMK -16.723055556 -151.466944444
NTTR 42.882836111 -2.724469444
LEVT 30.042416667 -90.02825
0MA2 -1.415000000 -48.458888889
93FL 39.417830556 -118.698588889
89LL 31.951305556 -85.128916667
EGLT 47.70909650 67.73843169
UAKD 52.372761111 -55.674011111
MS95 36.731916667 -97.099777778
WN68 28.044444444 -16.5725
YERU 14.670728 -17.072825
GOBD -15.643611111 -55.99
SIXM 54.890666959 10.398585232
WY59 -4.378333333 -79.941111111
SEMA 1.012658333 -71.295947222
SKCR 43.422166667 -88.127916667
KETB 58.985277778 23.251666667
EEVO 40.970258333 -102.315275
YWOV -18.779999 -138.853332
1NA8 -32.795 151.834444444
YWLM -7.269166667 -35.895000000
SBKG 46.404222222 -94.133805556
KBRD -17.811388889 -63.170833333
SLET 39.574166667 -75.869777778
SWSY 42.424233333 -112.109555556
AK34 20.961594444 75.624563889
ZYJX 45.407083333 -83.812861111
KPZQ 35.951666667 50.452777778
OIIA 19.158138889 -98.371502778
3XS5 47.398088889 -120.205736111
2PA1 -41.298333333 173.221111111
NZNS 54.018333333 -109.135277778
CJW3 39.559611111 -119.241444444
OP19 44.807444444 -68.828138889
KBGR 43.387422222 -95.139469444
SWFO 32.989547222 -106.969469444
SWGK -14.271666667 135.716666667
YNUM 61.0406611 2.3368143
SNIB 30.353272222 -87.317969444
15MI 42.883555556 -76.781166667
50MI 31.399166667 -9.683055556
3MI4 53.796748 -0.087768
SINW -14.215775 -169.423905556
SIML 34.596666667 135.600555556
5GA5 38.543333 68.825000
UTDD -36.82 139.87
20OH -11.631944444 -50.688333333
SWFX -23.565277778 145.306666667
YBAR 45.522647222 -88.928436111
UT1O -15.896733333 -52.095563889
SWEC 44.025777778 -118.932888889
0MU7 30.971597222 -84.636927778
SNKJ 50.243333333 4.645833333
62IN -22.166666667 -57.966666667
9FD9 50.768333333 15.025
LKLB 45.165841667 -84.924113889
60PN -15.473833333 -44.385472222
MA17 -14.173333333 -39.684166667
15NE -18.830055556 -159.764883333
SWDG -27.391666667 152.461666667
YBCM 38.994944444 -79.145861111
2NK6 34.136944444 49.841944444
96MO 45.823172 16.500125
SILH 37.600444444 -81.559277778
IS26 18.604887 121.061671
8NY2 -21.877777778 -41.294722222
SIBC 47.09111111 81.665
UASU 50.734291667 -3.413811111
EGTE 38.515083333 -89.091138889
SIAX 43.880555556 144.164166667
VA84 33.762527778 -90.757944444
KRNV 34.940722222 -110.1385
SWJL 65.482222222 72.698333333
USMM -13.821066667 -56.038533333
CO09 43.626111111 -72.304194444
KLEB 31.600222 -85.238308
LKCM 30.637622222 -86.993652778
EKVO 76.531202778 -68.703161111
MO24 -12.908611111 -38.322500000
SBSV 41.04845 44.337172222
YWWG 53.228333333 -106.363055556
CJZ4 12.829058333 45.029947222
5ND0 13.066666667 79.683333333
VOAR -31.551111111 147.202777778
NC87 -12.289277778 -70.890166667
VA90 27.779722222 -15.506666667
GCLB 8.905748 126.299254
98OH 8.165359 125.634466
RJA3 22.515 53.965
OESB 11.546533333 104.844116667
VDPP 51.205833333 16.998055556
21MU 35.6563617 -88.1953523
SIAO 7.544122 125.700083
SIBT 15.424978 120.631282
EGTR 17.385338889 104.641888889
CO35 -5.077222222 -42.873055556
SNDR 39.701761111 -104.751961111
TN11 -14.206944444 -42.751111111
0AL8 37.803056 -1.1247222
NJ11 41.279166667 -8.517222222
VANR 45.3708453 -84.2250144
2IA3 -27.612777778 120.593888889
YBLU -9.350555556 -140.078055556
TN05 38.901111111 -1.109444444
82FD 50.818611111 3.209166667
76CA 8.714864 117.352221
6LA3 6.756922 124.852787
SICP 6.826097 126.099763
6NY7 29.626327778 43.490691667
98WI 35.534166667 -97.647055556
SWJY 21.091944 79.048333
VANP 54.168919 -1.226794
SWIB 9.15 92.816666667
TN13 55.452222222 11.644722222
EKSL 44.048472222 -70.283508333
KLEW 32.718752778 -98.891597222
KBKD 47.7794444 -109.0786111
SNDP 20.928444444 -17.031141667
GQPP 46.552422222 -66.093927778
LL04 15.251275 104.870227778
98NY 50.330555556 -5.179444444
SIBV 15.580860 120.068038
SIAM 15.735551 119.824778
KPVG 32.047993 -84.740116
HI04 35.698708333 -85.843816667
KRNC 46.724788889 -94.3817
5IA8 20.246111111 0.980833333
YGRU 36.372416667 -94.106972222
SICR 44.055613889 -75.719897222
KGTB 9.792939 122.451613
EGVO 6.711752 124.727703
1LA8 33.818955556 -106.645013889
19TS 14.551388889 46.826111111
OYAT 41.736277778 -88.20275
CO23 -10.374472222 -161.003355556
2KY5 -16.508333333 122.921666667
8PS7 57.5425 -4.0475
MO26 -5.573611111 -44.431666667
SNDG 30.956747222 -92.2341
YWVA 45.876511111 -104.537630556
LL38 -21.136388889 -47.776666667
6PS2 39.125944444 -123.200861111
KUKI 39.358333333 -77.339722222
4MD8 55.861693 -4.342201
SWIU 27.54027778 100.7594444
YBMD -11.418299 -58.710176
5NE6 34.5814525 -106.0752919
NM49 35.07936 -101.759
VA86 47.493138889 -122.215750000
NC91 46.801528 -124.072943
HI38 43.1175 141.381388889
SN26 51.519444 -2.593611
EGTG 18.869216 121.257501
8NY0 34.591388889 133.933333333
RJBK 9.231335 125.997937
SN32 9.510453 118.553256
NC85 38.923826 -89.661459
3IL1 47.49025 -122.764805556
OI25 -18.576388889 138.584722222
SWHQ -32.363055556 -58.066388889
SUPU 40.015583333 -74.5917
SWKJ 39.9375 -3.503333333
LEOC -16.712777 -39.142551
SNEC 45.807661111 -108.542875
CJZ6 -6.640277778 -51.99
08MN -23.928055556 -46.299722222
SBST 63.421666667 -18.888333333
BIVI -8.061388889 -38.328611111
62IL 31.685722222 -83.632194444
SG67 -8.116944444 -57.117222222
SNKH 42.524777778 -75.064472222
0MU5 34.729444444 -92.224777778
KLIT 3.770913506 -59.342291386
SYKR 23.071188889 72.626430556
VAAH 46.176666667 21.261944444
27IL 16.535813610 -88.437861335
MZSV 36.911352778 -86.78555
ID01 46.841666667 130.465
YEDM 30.151666667 9.715333333
SIMN -24.605447222 17.925419444
SIOQ 54.89 20.5925
UMKK 30.274444444 56.951111111
YKHA 29.413492 -90.298917
ID15 42.359394444 19.251877778
LYPG -3.933333333 -70.5
43OI -9.864305556 160.822611111
2NK4 45.6102778 -123.0800000
4OR7 31.531566667 -93.707683333
UT33 9.835277778 78.088333333
VOMD 41.440263889 -94.769702778
MA15 9.178333333 105.176666667
OP33 53.039816667 -112.816244444
06OI 59.378888889 10.785555556
0TX0 49.587222222 17.21
