31.9,92.9,93.9,795.8,802.5,0.44,4.58,4935.0,3948.0,3948.0
32.0,93.0,94.0,796.7,803.3,4.24,6.53,4934.5,3947.6,3947.6
32.1,93.1,94.1,797.5,804.1,9.95,11.59,4934.0,3947.2,3947.2
32.3,93.3,94.2,798.3,804.9,6.22,6.86,4933.5,3946.8,3946.8
32.4,93.4,94.2,799.2,805.7,1.26,1.94,4933.0,3946.4,3946.4
32.5,93.5,94.3,800.0,806.4,11.82,0.56,4932.5,3946.0,3946.0
32.6,93.5,94.4,800.9,807.2,6.75,6.39,4932.0,3945.6,3945.6
32.8,93.6,94.4,801.7,808.0,6.63,11.39,4931.5,3945.2,3945.2
32.9,93.7,94.5,802.5,808.8,11.06,7.41,4931.0,3944.8,3944.8
33.0,93.8,94.5,803.3,809.5,0.80,1.62,4930.5,3944.4,3944.4
33.1,93.9,94.6,804.1,810.3,11.44,6.50,4930.0,3944.0,3944.0
33.2,94.0,94.6,804.9,811.0,9.77,5.92,4929.5,3943.6,3943.6
33.4,94.1,94.7,805.7,811.8,6.27,1.98,4929.0,3943.2,3943.2
33.5,94.1,94.7,806.5,812.5,5.50,9.17,4928.5,3942.8,3942.8
33.6,94.2,94.8,807.3,813.2,11.03,9.70,4928.0,3942.4,3942.4
33.7,94.3,94.8,808.0,814.0,8.33,2.39,4927.5,3942.0,3942.0
33.8,94.3,94.8,808.8,814.7,7.96,7.96,4927.0,3941.6,3941.6
33.9,94.4,94.9,809.6,815.4,3.76,9.22,4926.5,3941.2,3941.2
34.0,94.5,94.9,810.3,816.1,5.39,7.75,4926.0,3940.8,3940.8
34.2,94.5,94.9,811.1,816.8,5.17,2.91,4925.5,3940.4,3940.4
34.3,94.6,94.9,811.8,817.5,11.17,9.69,4925.0,3940.0,3940.0
34.4,94.6,95.0,812.5,818.2,11.96,1.86,4924.5,3939.6,3939.6
34.5,94.7,95.0,813.3,818.8,7.49,1.45,4924.0,3939.2,3939.2
34.6,94.7,95.0,814.0,819.5,0.10,5.46,4923.5,3938.8,3938.8
34.7,94.8,95.0,814.7,820.2,9.58,0.77,4923.0,3938.4,3938.4
34.8,94.8,95.0,815.4,820.8,0.98,6.83,4922.5,3938.0,3938.0
34.9,94.8,95.0,816.1,821.5,3.76,1.54,4922.0,3937.6,3937.6
35.0,94.9,95.0,816.8,822.1,8.16,4.81,4921.5,3937.2,3937.2
35.1,94.9,95.0,817.5,822.8,8.13,10.69,4921.0,3936.8,3936.8
35.2,94.9,95.0,818.2,823.4,8.95,0.77,4920.5,3936.4,3936.4
35.3,94.9,95.0,818.9,824.0,8.35,8.32,4920.0,3936.0,3936.0
35.4,95.0,95.0,819.5,824.6,9.97,2.48,4919.5,3935.6,3935.6
35.5,95.0,94.9,820.2,825.2,5.28,8.44,4919.0,3935.2,3935.2
35.6,95.0,94.9,820.9,825.8,9.21,3.10,4918.5,3934.8,3934.8
35.7,95.0,94.9,821.5,826.4,9.51,10.39,4918.0,3934.4,3934.4
35.8,95.0,94.9,822.1,827.0,5.64,5.73,4917.5,3934.0,3934.0
35.9,95.0,94.8,822.8,827.6,6.21,2.93,4917.0,3933.6,3933.6
36.0,95.0,94.8,823.4,828.2,6.71,6.34,4916.5,3933.2,3933.2
36.1,95.0,94.8,824.0,828.7,2.57,9.98,4916.0,3932.8,3932.8
36.2,95.0,94.7,824.7,829.3,10.61,0.06,4915.5,3932.4,3932.4
36.3,95.0,94.7,825.3,829.9,0.75,3.21,4915.0,3932.0,3932.0
36.4,95.0,94.7,825.9,830.4,4.68,2.00,4914.5,3931.6,3931.6
36.5,95.0,94.6,826.5,830.9,5.35,8.54,4914.0,3931.2,3931.2
36.6,94.9,94.6,827.0,831.5,10.23,11.41,4913.5,3930.8,3930.8
36.6,94.9,94.5,827.6,832.0,1.56,4.19,4913.0,3930.4,3930.4
36.7,94.9,94.4,828.2,832.5,7.24,4.79,4912.5,3930.0,3930.0
36.8,94.9,94.4,828.8,833.0,8.53,7.43,4912.0,3929.6,3929.6
36.9,94.8,94.3,829.3,833.5,8.40,5.86,4911.5,3929.2,3929.2
37.0,94.8,94.3,829.9,834.0,8.21,6.35,4911.0,3928.8,3928.8
37.1,94.8,94.2,830.4,834.5,10.94,2.22,4910.5,3928.4,3928.4
37.1,94.7,94.1,831.0,835.0,2.32,4.52,4910.0,3928.0,3928.0
37.2,94.7,94.0,831.5,835.5,3.16,3.74,4909.5,3927.6,3927.6
37.3,94.6,94.0,832.0,835.9,2.56,0.26,4909.0,3927.2,3927.2
37.4,94.6,93.9,832.5,836.4,3.51,11.43,4908.5,3926.8,3926.8
37.5,94.5,93.8,833.0,836.8,3.47,3.98,4908.0,3926.4,3926.4
37.5,94.5,93.7,833.6,837.3,0.97,9.41,4907.5,3926.0,3926.0
37.6,94.4,93.6,834.0,837.7,7.36,0.05,4907.0,3925.6,3925.6
37.7,94.4,93.5,834.5,838.2,11.02,5.30,4906.5,3925.2,3925.2
37.8,94.3,93.4,835.0,838.6,8.53,8.01,4906.0,3924.8,3924.8
37.8,94.2,93.3,835.5,839.0,2.08,2.11,4905.5,3924.4,3924.4
37.9,94.2,93.2,836.0,839.4,5.92,1.97,4905.0,3924.0,3924.0
38.0,94.1,93.1,836.4,839.8,4.00,4.36,4904.5,3923.6,3923.6
38.0,94.0,93.0,836.9,840.2,4.83,11.20,4904.0,3923.2,3923.2
38.1,93.9,92.9,837.3,840.6,4.11,4.31,4903.5,3922.8,3922.8
38.2,93.8,92.8,837.7,841.0,8.97,1.05,4903.0,3922.4,3922.4
38.2,93.8,92.7,838.2,841.3,11.36,9.89,4902.5,3922.0,3922.0
38.3,93.7,92.5,838.6,841.7,3.73,7.12,4902.0,3921.6,3921.6
38.4,93.6,92.4,839.0,842.0,5.87,4.55,4901.5,3921.2,3921.2
38.4,93.5,92.3,839.4,842.4,10.92,3.01,4901.0,3920.8,3920.8
38.5,93.4,92.2,839.8,842.7,11.11,2.19,4900.5,3920.4,3920.4
38.5,93.3,92.0,840.2,843.1,6.66,7.22,4900.0,3920.0,3920.0
38.6,93.2,91.9,840.6,843.4,5.36,11.41,4899.5,3919.6,3919.6
38.6,93.1,91.8,841.0,843.7,6.71,8.11,4899.0,3919.2,3919.2
38.7,93.0,91.6,841.3,844.0,1.08,1.52,4898.5,3918.8,3918.8
38.8,92.9,91.5,841.7,844.3,4.33,8.54,4898.0,3918.4,3918.4
38.8,92.7,91.3,842.1,844.6,0.45,9.44,4897.5,3918.0,3918.0
38.9,92.6,91.2,842.4,844.9,3.12,2.25,4897.0,3917.6,3917.6
38.9,92.5,91.0,842.7,845.2,6.94,0.11,4896.5,3917.2,3917.2
39.0,92.4,90.9,843.1,845.4,11.27,6.44,4896.0,3916.8,3916.8
39.0,92.3,90.7,843.4,845.7,8.27,2.15,4895.5,3916.4,3916.4
39.1,92.1,90.6,843.7,846.0,10.09,0.57,4895.0,3916.0,3916.0
39.1,92.0,90.4,844.0,846.2,10.96,8.43,4894.5,3915.6,3915.6
39.1,91.9,90.2,844.3,846.4,3.14,10.36,4894.0,3915.2,3915.2
39.2,91.7,90.1,844.6,846.7,9.75,6.82,4893.5,3914.8,3914.8
39.2,91.6,89.9,844.9,846.9,5.81,10.77,4893.0,3914.4,3914.4
39.3,91.4,89.7,845.2,847.1,8.59,5.79,4892.5,3914.0,3914.0
39.3,91.3,89.6,845.5,847.3,5.36,1.51,4892.0,3913.6,3913.6
39.4,91.1,89.4,845.7,847.5,0.68,4.65,4891.5,3913.2,3913.2
39.4,91.0,89.2,846.0,847.7,3.30,10.58,4891.0,3912.8,3912.8
39.4,90.8,89.0,846.2,847.9,9.55,10.92,4890.5,3912.4,3912.4
39.5,90.7,88.8,846.5,848.1,10.18,10.41,4890.0,3912.0,3912.0
39.5,90.5,88.6,846.7,848.3,4.34,1.36,4889.5,3911.6,3911.6
39.5,90.3,88.5,846.9,848.4,6.21,9.00,4889.0,3911.2,3911.2
39.6,90.2,88.3,847.1,848.6,11.87,2.14,4888.5,3910.8,3910.8
39.6,90.0,88.1,847.3,848.7,6.34,8.80,4888.0,3910.4,3910.4
39.6,89.8,87.9,847.5,848.9,9.22,0.20,4887.5,3910.0,3910.0
39.7,89.7,87.7,847.7,849.0,7.32,8.36,4887.0,3909.6,3909.6
39.7,89.5,87.5,847.9,849.1,6.86,4.87,4886.5,3909.2,3909.2
39.7,89.3,87.3,848.1,849.2,5.09,8.56,4886.0,3908.8,3908.8
39.7,89.1,87.0,848.3,849.3,6.40,9.31,4885.5,3908.4,3908.4
39.8,88.9,86.8,848.4,849.4,1.65,11.43,4885.0,3908.0,3908.0
39.8,88.8,86.6,848.6,849.5,2.01,8.02,4884.5,3907.6,3907.6
39.8,88.6,86.4,848.7,849.6,4.42,11.31,4884.0,3907.2,3907.2
39.8,88.4,86.2,848.9,849.7,8.82,0.18,4883.5,3906.8,3906.8
39.8,88.2,86.0,849.0,849.7,6.43,0.35,4883.0,3906.4,3906.4
39.9,88.0,85.8,849.1,849.8,4.57,4.65,4882.5,3906.0,3906.0
39.9,87.8,85.5,849.2,849.9,3.97,3.75,4882.0,3905.6,3905.6
39.9,87.6,85.3,849.3,849.9,8.77,5.89,4881.5,3905.2,3905.2
39.9,87.4,85.1,849.4,849.9,4.45,4.48,4881.0,3904.8,3904.8
39.9,87.2,84.8,849.5,850.0,2.29,10.52,4880.5,3904.4,3904.4
39.9,87.0,84.6,849.6,850.0,1.60,5.92,4880.0,3904.0,3904.0
40.0,86.8,84.4,849.7,850.0,1.82,9.13,4879.5,3903.6,3903.6
40.0,86.5,84.1,849.7,850.0,0.46,8.08,4879.0,3903.2,3903.2
40.0,86.3,83.9,849.8,850.0,7.17,11.28,4878.5,3902.8,3902.8
40.0,86.1,83.7,849.9,850.0,9.79,7.94,4878.0,3902.4,3902.4
40.0,85.9,83.4,849.9,850.0,7.84,9.88,4877.5,3902.0,3902.0
40.0,85.7,83.2,849.9,849.9,7.59,0.59,4877.0,3901.6,3901.6
40.0,85.4,82.9,850.0,849.9,7.70,4.63,4876.5,3901.2,3901.2
40.0,85.2,82.7,850.0,849.9,10.44,9.73,4876.0,3900.8,3900.8
40.0,85.0,82.4,850.0,849.8,9.75,1.45,4875.5,3900.4,3900.4
40.0,84.7,82.2,850.0,849.8,11.76,2.73,4875.0,3900.0,3900.0
40.0,84.5,81.9,850.0,849.7,3.07,11.69,4874.5,3899.6,3899.6
40.0,84.3,81.6,850.0,849.6,8.38,11.07,4874.0,3899.2,3899.2
40.0,84.0,81.4,850.0,849.5,11.57,11.34,4873.5,3898.8,3898.8
40.0,83.8,81.1,849.9,849.4,2.72,7.51,4873.0,3898.4,3898.4
40.0,83.6,80.9,849.9,849.3,7.69,3.84,4872.5,3898.0,3898.0
40.0,83.3,80.6,849.9,849.2,2.34,8.04,4872.0,3897.6,3897.6
40.0,83.1,80.3,849.8,849.1,9.03,10.69,4871.5,3897.2,3897.2
40.0,82.8,80.1,849.7,849.0,8.24,10.91,4871.0,3896.8,3896.8
40.0,82.6,79.8,849.7,848.9,4.99,10.76,4870.5,3896.4,3896.4
39.9,82.3,79.5,849.6,848.7,11.59,10.97,4870.0,3896.0,3896.0
39.9,82.1,79.2,849.5,848.6,11.49,6.18,4869.5,3895.6,3895.6
39.9,81.8,79.0,849.4,848.4,2.82,0.98,4869.0,3895.2,3895.2
39.9,81.5,78.7,849.3,848.3,8.29,5.02,4868.5,3894.8,3894.8
39.9,81.3,78.4,849.2,848.1,8.70,6.22,4868.0,3894.4,3894.4
39.9,81.0,78.1,849.1,847.9,10.77,11.72,4867.5,3894.0,3894.0
39.8,80.7,77.8,849.0,847.7,3.37,3.30,4867.0,3893.6,3893.6
39.8,80.5,77.5,848.9,847.5,1.00,3.41,4866.5,3893.2,3893.2
39.8,80.2,77.3,848.7,847.3,0.31,6.12,4866.0,3892.8,3892.8
39.8,79.9,77.0,848.6,847.1,8.06,9.19,4865.5,3892.4,3892.4
39.8,79.7,76.7,848.4,846.9,3.83,11.85,4865.0,3892.0,3892.0
39.7,79.4,76.4,848.3,846.7,7.61,1.17,4864.5,3891.6,3891.6
39.7,79.1,76.1,848.1,846.5,4.43,0.19,4864.0,3891.2,3891.2
39.7,78.8,75.8,847.9,846.2,8.97,7.55,4863.5,3890.8,3890.8
39.7,78.6,75.5,847.7,846.0,11.20,10.90,4863.0,3890.4,3890.4
39.6,78.3,75.2,847.5,845.7,3.98,3.73,4862.5,3890.0,3890.0
39.6,78.0,74.9,847.3,845.5,1.49,6.07,4862.0,3889.6,3889.6
39.6,77.7,74.6,847.1,845.2,8.74,0.66,4861.5,3889.2,3889.2
39.5,77.4,74.3,846.9,844.9,11.93,11.55,4861.0,3888.8,3888.8
39.5,77.1,74.0,846.7,844.6,2.21,3.93,4860.5,3888.4,3888.4
39.5,76.9,73.7,846.5,844.3,7.00,1.45,4860.0,3888.0,3888.0
39.4,76.6,73.4,846.2,844.0,7.76,8.36,4859.5,3887.6,3887.6
39.4,76.3,73.1,846.0,843.7,0.46,6.13,4859.0,3887.2,3887.2
39.4,76.0,72.8,845.7,843.4,11.15,1.14,4858.5,3886.8,3886.8
39.3,75.7,72.5,845.5,843.1,6.00,5.19,4858.0,3886.4,3886.4
39.3,75.4,72.2,845.2,842.8,8.37,2.05,4857.5,3886.0,3886.0
39.2,75.1,71.9,844.9,842.4,1.36,6.68,4857.0,3885.6,3885.6
39.2,74.8,71.6,844.6,842.1,2.79,2.50,4856.5,3885.2,3885.2
39.1,74.5,71.3,844.3,841.7,5.32,9.98,4856.0,3884.8,3884.8
39.1,74.2,70.9,844.0,841.4,8.72,8.77,4855.5,3884.4,3884.4
39.1,73.9,70.6,843.7,841.0,8.86,9.27,4855.0,3884.0,3884.0
39.0,73.6,70.3,843.4,840.6,11.67,7.41,4854.5,3883.6,3883.6
39.0,73.3,70.0,843.1,840.2,4.78,7.38,4854.0,3883.2,3883.2
38.9,73.0,69.7,842.7,839.8,3.69,0.91,4853.5,3882.8,3882.8
38.9,72.7,69.4,842.4,839.4,9.23,11.63,4853.0,3882.4,3882.4
38.8,72.4,69.0,842.1,839.0,11.33,10.01,4852.5,3882.0,3882.0
38.8,72.1,68.7,841.7,838.6,0.96,10.69,4852.0,3881.6,3881.6
38.7,71.8,68.4,841.3,838.2,0.01,0.54,4851.5,3881.2,3881.2
38.6,71.4,68.1,841.0,837.8,10.48,11.33,4851.0,3880.8,3880.8
38.6,71.1,67.8,840.6,837.3,3.24,2.68,4850.5,3880.4,3880.4
38.5,70.8,67.4,840.2,836.9,3.76,1.49,4850.0,3880.0,3880.0
38.5,70.5,67.1,839.8,836.4,2.33,0.50,4849.5,3879.6,3879.6
38.4,70.2,66.8,839.4,836.0,1.15,4.78,4849.0,3879.2,3879.2
38.4,69.9,66.5,839.0,835.5,6.87,11.92,4848.5,3878.8,3878.8
38.3,69.6,66.1,838.6,835.0,6.75,0.86,4848.0,3878.4,3878.4
38.2,69.2,65.8,838.2,834.6,9.70,4.37,4847.5,3878.0,3878.0
38.2,68.9,65.5,837.7,834.1,7.46,0.15,4847.0,3877.6,3877.6
38.1,68.6,65.2,837.3,833.6,3.01,11.26,4846.5,3877.2,3877.2
38.0,68.3,64.8,836.9,833.1,6.97,0.72,4846.0,3876.8,3876.8
38.0,68.0,64.5,836.4,832.6,6.04,11.57,4845.5,3876.4,3876.4
37.9,67.6,64.2,836.0,832.0,3.18,4.08,4845.0,3876.0,3876.0
37.8,67.3,63.9,835.5,831.5,2.89,9.88,4844.5,3875.6,3875.6
37.8,67.0,63.5,835.0,831.0,10.06,4.50,4844.0,3875.2,3875.2
37.7,66.7,63.2,834.5,830.4,5.30,11.44,4843.5,3874.8,3874.8
37.6,66.3,62.9,834.0,829.9,5.53,6.53,4843.0,3874.4,3874.4
37.5,66.0,62.5,833.6,829.4,6.61,5.59,4842.5,3874.0,3874.0
37.5,65.7,62.2,833.0,828.8,11.54,4.75,4842.0,3873.6,3873.6
37.4,65.4,61.9,832.5,828.2,3.73,11.89,4841.5,3873.2,3873.2
37.3,65.0,61.6,832.0,827.7,0.19,4.70,4841.0,3872.8,3872.8
37.2,64.7,61.2,831.5,827.1,0.14,3.92,4840.5,3872.4,3872.4
37.1,64.4,60.9,831.0,826.5,8.51,5.83,4840.0,3872.0,3872.0
37.1,64.1,60.6,830.4,825.9,11.87,10.01,4839.5,3871.6,3871.6
37.0,63.7,60.2,829.9,825.3,10.83,10.98,4839.0,3871.2,3871.2
36.9,63.4,59.9,829.3,824.7,6.23,6.45,4838.5,3870.8,3870.8
36.8,63.1,59.6,828.8,824.1,6.75,4.36,4838.0,3870.4,3870.4
